@relation 'Classification de documents par opinion'

@attribute texte string
@attribute valeur {1,-1}

@data
"film mind tax film explanation film go-ahead goodness film Aussie drummer band voice-over guy brain attention none script B-grade horror acting film quality home movie home movie realism Anyone cinema love film",-1
"film review everything story fishing body twist fishing cell phone range film time time event ensemble dozen failure end movie family tree film failure structure story character fishing trip bar everyone suicide logic killer body lake morning reason night wife bed thing morning bang door station telephone station story body story debate body mystery everyone audience question debate body scene situation someone car range location camp fish lot thing girl racist girl indifference girl subject mystery audience killer opening scene twist plot theme dignity ending stuff reconciliation film",-1
"child opening show film screen shred dignity life crap hat tonight attempt blasphemy name stick success",-1
"franchise taste mouth demonstration fiasco milestone entertainment history tentative piece cinema",-1
"sequel movie spoof motorcycle scene movie kick fact gang due gambling grease movie character theme story thing bubble-gum musical thing movie idea",-1
"idea movie plot back box movie time fan sex movie excuse someone case front camera overall zombie effect movie couple gas station windshield repair bathroom genre factor end cameo dozen girl zombie movie daylight soldier vampire middle road gun stake heart way segment nunnery sense vampire vampire thing movie top low blood closeup zombie look-alike idea movie nothing urge",-1
"question film movie skin change color film",-1
"book part emotion emotion love mystery attention director production version book version book something movie role",-1
"kind horror joke nothing budget laugh name acting screenplay waist money time lot horror time favorite nothing effort something",-1
"movie series movie sequel movie lead thing past movie movie movie bunch fluff creek creature end shape rainstorm sign creature kid story anything creek creature guy water maker creature slasher movie",-1
"viewer boyfriend movie accent girl life way girl way part movie screen movie screen time movie relief boredom movie cast time character jerk friend empathy job film book time",-1
"god film crack film dude ability fire anyone plot something film ending blue blob fire film film pain",-1
"god movie sense map saying music fact city movie city writing job actor role top campy shame guy lot screen time movie washout someone credit credit guy",-1
"film plot plot girl kind thing end monorail look stuff series cast series",-1
"movie movie sister boyfriend accident joke movie movie killer research anything name script nothing name movie something movie",-1
"movie movie doctor wife worst story movie comedy masterpiece stupidity title thing movie half",-1
"routine wonder colonel bandit colonel wife niche stagecoach role nothing monotone prostitute something shock run low-rent material news direction writing lowball humor",-1
"attempt horror movie production lot padding footage plot bit gore nudity display lot footage circle example plot story hippie cult bit drug cult descent insanity example heart chest girl synthesizer soundtrack camera footage dream sequence trash girl half machete reason camera shot blade stomach",-1
"look life close direction acting movie plot quality father stinker",-1
"point movie plot genie movie time movie story sense moral movie anything ghetto anything movie nothing worth wish movie",-1
"man admirer story loss ship way film encounter sea propaganda idea part ship captain ship ability voice point list captain respect wardroom deck respect chorus ability ship crew wartime question bridge silk gown cigarette holder right home warship microcosm crew etc. war time board smoking mind pub time smoking contrast dream cottage door chance lady wife lady wife time crew master role deck type way dog master girlfriend cheek passion microcosm society way end chance shuffle privilege cow feature debut hand right picture man song talent doubt dialogue job time person",-1
"thing movie shot standing bikini dozen cotton top movie fourteen shot mind day midsection scene grief hottie woman fun life",-1
"combination directing angle time head load dirt mystery machine window light lighting time lady feature film story French scene beginning cost rental hour life",-1
"lord movie testosterone fest version movie hero man bet life price handful picture adrenaline junkie life point point distance road road anyone driver futility quest life life captivity open remake history name hospital wife pregnancy husband father decision life wife delivery question car part soul break",-1
"caliber movie movie",-1
"script movie year movie idea movie respect movie movie movie",-1
"hell aka co-production success man name trilogy template decline film exception fact plot story church everyone inside priest town character priest mayor town leader nothing justice gun mix widow husband killer fact hearse coffin mayor henchman town search leader name town townsfolk identity leader film side side dialog man leader face film rating film trademark stare film ballad year mess movie period character villain connection role death fairness version difference",-1
"file cop future dinosaur crime case madman oddity search labor love writer-director end presence on-screen will laughter matter script",-1
"acting script scene nudity movie character rapper insult rhythm flow budget movie budget money video lighting post production story life flick year bottom time review anything time",-1
"name writer director garbage battle time way sort year script waste bit story trailer nose anyone shame name shame",-1
"action comedy twist film plot bit interest movie fan time feeling thing film character screen",-1
"hit sequence sequence movie story century time course problem world century movie plot consequence movie bit mess movie performance trap movie top film-maker role mistake course movie vulgarity easiness success movie girl relative family part wedding follow-up interest movie",-1
"story study mother building life child village life youth girl fact nothing movie something accident story director portrait nothing movie case feeling emptiness",-1
"film film screenplay story director film seat half movie focus film anything film film waste money film",-1
"feeling thought movie plot sense movie draft script one-liner concept guy family image advertising executive way life girlfriend family holiday fact family father mother mystery family girlfriend family fear shrink idea forgiveness ritual childhood home family living childhood home family childhood daughter sister script family family none sense family mother character family money fantasy reason matter girlfriend jerk movie story childhood sympathy reason family",-1
"someone basketball movie level movie genie boom box genie boom box lamp boy movie storyline water world anyone",-1
"self film actor range way movie film none make-up",-1
"time movie comment porn movie dialog editor class school drama show music system game thing movie killer clown fat someone",-1
"quality movie Everyone movie porn industry drop budget porn kind porn scene ass action sequence production transformer scene scene weapon couple budget shortage fight hell grenade shoulder missile kind helicopter gun idea gear action movie oxide",-1
"forte film attempt film place setting attempt film nothing kick star thing film shot car wreck center line road camera line wreck shot guess idea film mind film place setting lifeboat",-1
"series waste time money book book time money work creator TV low",-1
"girl movie sitcom acting script movie thing plot type plot plot outcome everything bore delight",-1
"porn film somebody story guy wimp moron shower threesome French photographer threesome time woman man woman thing hour film threesome",-1
"college dorm guy somebody scythe girlfriend suicide year boyfriend spring break condo killer reason slasher textbook example horror movie film filler fun fun audience nudity horror film nudity anything none gore end acting woman crap role job logic friend sex reaction friend kind character trace end gore",-1
"sort serial age audience serial ineptitude stupidity budget nothing acting doubt",-1
"majority vote average movie entertainment value case majority review movie space alien rhyme reason anything run plot basis resolution regard timing feeling idea part beginning something plot area space reality program sort virus image negative movie shot space interaction computer monitor fantasy VR virus something despair prior lot time face scene nose ship rear laugh addition ship circle experiment everyone movie VR anything everyone money money dollar bag vanilla reviewer time story novel detail",-1
"lot time horror film badness plot time horror suspense load hour half finish blight horror genre",-1
"version struggle horror tripe coma piece trash cast second mess sense plot sex violence lesbianism bit measure mind while world life bilge",-1
"movie someone foot problem moment movie hour accent movie",-1
"movie dud placement kid taste decency rating splash film overstatement movie waste time movie lover anything shot movie boy ending rest trap rental star I freebie",-1
"movie movie life waste time money movie case movie disguise nothing movie zombie front case director make-up artist eye liner zombie beginning movie movie watching part movie movie thing u audio action couple teen fight scene movie trailer",-1
"research videotape beginning movie skill movie anything plot direction script anything scene movie movie anything viewer level plot movie direction viewer movie anyone performance killer level movie waste time movie curiosity",-1
"poet musician heritage element documentary life career warming concert musical manner documentary ability filmmaker viewer lot respect viewer person edge Leonard icon value collaboration farce registration job film part part montage screenplay school project use echo part score filmmaker film reference LSD humor point Leonard genre genre name punk music scene film cover",-1
"copy forest special box flash screen segment actor child ghost horror character television show flick letdown nothing start boredom angle film element dialogue order cheat situation beginning thing scene guy leg bone flesh gore makeup positive horror film level",-1
"musical continuity plot dialogue stage thing face dark presence direction production movie breath movie version movie mood production touch character version way",-1
"child foot beginning majority act ounce ability fact film shame film loss plot girl picture house notebook fantasy world world dream nightmare plot line base fantasy horror movie number spite premise premise inventiveness movie plot result experience lack tension flaw movie sequence point lack part film movie slant story horror movie film romance viewing fact travesty word whole pain something",-1
"movie yesterday script beginning element movie movie shock movie movie focus intimacy brother story something director sense individual movie process writer queer chemistry way",-1
"video % brain cell acting plot money store garbage money",-1
"flick Everything killer origin care end nothing flick slasher hip savvy crap someone something cause slash genre blood",-1
"part use music verisimilitude characterization screed sense theory flavor day result point movie peace rally love movement rally tow revisionism director identity firing crowd touch sort posturing movie history time trinity race class culture option",-1
"movie time life movie husband husband movie theater money writing stereotype movie eternity theater paint husband money time",-1
"gimmick year movie plot decency kind family war veteran wife stereotype acting sidekick purpose movie camera space stuff moment end sword fight none room budget gladiator type rating",-1
"animation design show talent movie show comedy barf something show",-1
"insult film heroine box art film box star name woman credit teen movie class warfare romance alternative music warehouse dance maniac way dance dance heroine team ramp joust dancing prom competition fun example fact movie rolling friend team film girl background need sympathy mother sister stepfather mix talent team nuisance coach course boy boyfriend picture kid mess quest worth everyone cheesiness film distraction film acting dialog gym coach diner middle look anyone film factor drama",-1
"church protagonist sage character ground danger guy injury pride guy life disability character money guy dog work boyfriend guy boyfriend soldier reason reason hometown father everyone boyfriend wine broker saw mill worker",-1
"film date brain dreck material tie beginning end film film beginning end comedy script era day innuendo culture comedy film kid beginning end",-1
"schizophrenic hospital teacher mess minute time slasher finish person killer go sweat staging audience culture film credit offing horror movie priest killer clergy film industry priest ground angle",-1
"sort expert life anyone modicum intelligence notion whale mother clue revenge mate abortion plot junk kind movie money",-1
"movie drift director photographer budget effort material movie handicap work shoestring example work integrity talent rendition novella fraction war budget lead movie barnyard animal story technology sound aptitude narrative guy country lane lot guy lane back time hour excursion character house impact site distance place film student storyboard sequence dozen explanation surfeit redundancy ineptitude desire something film fighting walking talking dessert dialogue text idea point cinema text film dialogue monologue radio play household name filmmaker meaning sort movie idea tooth eye candy science fiction cinema none war film baseline effort story fighting version tripod cathedral spire noise pogo stick linoleum gravity world scurry effort flesh muscle writhe scream horse way foreground dozen hope ad technique fire effect convincing woman sequence plum flyer toy string stuff role queue everybody film heart bargain terror tree conniption take agony nonsense grandmother cast movie acting point hell cheese factory meat film hamburger beef spite three-hour time stuff movie effect intention effect hand camera",-1
"direction film idea plot note anyone today movie acting pain everyone film reason actor popularity anyone movie budget year",-1
"movie genre way deal home exploitation insight era story night club brother city police force protection money city police posse on past police department blood presence nothing ignorance justification murder street revenge theme genre cry family cuss jujitsu fire art reason level respect someone back course tale woman man thumb town advice man violence town mayor parade honor district attorney capital murder custody posse parade police force killing spree mayor law enforcement folk prostitution business ground sympathy hero participant murder police force way point way reality film opera violence blood absence compassion pig everyone town brothel street hero heroine night thug misogynist accomplice genre film means process puddle waste film era piece slime school",-1
"minority frog toad frog movie talent relationship mind head history film choice thing pleasure stinker evolution ticket nothing nothing rating fiend",-1
"flick anything porn acting script ending movie question hell piece nude scene stinker guy exception church piece",-1
"summary comment friend someone goodness heart debt man person time game time period history army day game lot realism proof act story",-1
"homage pulp movie magic contributor enjoyment film fiction tribute film charm attraction course tension drama climax catastrophe time goal time conversation contemplation foe tragedy course director sense urgency sense fun sense logic none chasm log bridge side chasm nothing bridge escape land chasm film effort past nuance oomph chance job film look nature spectacular sense wonder mountain stateliness sense awe mountain design film way script homage excuse movie tension week fan everything viewer world way way approach book treatment character are film",-1
"whim majority physique turn actress heaven model beauty part line something idea raft amusement minute movie value",-1
"cover box movie name destiny scream thing movie lame movie someone course movie feature hip college killer movie fame star film career move money movie way movie horror movie creature everyone movie killer story friend day move floor store shelf horror",-1
"film acting dialogue rubber Everything jerk no-one army head shouting porno hair vamp pity film end",-1
"film film someone brain film attempt culture movie friend someone movie shock disbelief outrage stupidity top writing plot film dog tail movie writer dozen Anyone film anything joke liar",-1
"exploitation flick nudity gore werewolf makeup thing laugh horror",-1
"time movie way suicide use gas time fun thing evaluation system zero film",-1
"turkey mix whodunit spoof problem plot dialog aspect casting star lead age club shot myopia fit everybody movie chick stallion guy secretary actor chair object passion acting incompetent saw film history note flop wonder prodigy store film script casting director",-1
"spoiler review nothing movie master piece job bit humor craziness fun Eurotrash director film nothing sleep min sex snuff V film peace zombi inferno jess spirit film artisan career track fun",-1
"documentary % poverty island thing man man independence % rest independence bunch proof documentary documentary person complaint show conclusion minister documentary culture attention history class doc soy island",-1
"criticism obsession violence contention content film media fascination justification movie victim someone speaking person stereotype course dude character rampage love police prison film reality film nuance subtlety film film nothing obsession violence proof film message world movie inspiration film message failure direction message",-1
"visit while theatre film go mistake film department film everyone wonder comedy thing funny ability lack director film turkey end film food turkey time dribble theatre film lot money something TV movie morning fact day time TV justice",-1
"time piece junk crap acting crap thing quality movie profanity planet dude suit prom way flick good budget",-1
"anyone sight guy nelson film film starlet group ransom island hideaway vet film producer girl tribe monster cannibal god bug bit entertainment value dub track monster ping pong disc interview cast death guy close film nudity gore paint variety highlight world fistfight out hour part section dialog option track minute interview film star",-1
"film video acting makeup blood ghoul lighting someone pickup content movie attempt story collection footage plot momentum mess nothing",-1
"movie mediocrity laziness thoughtlessness movie job movie mold something sake fun road ending job movie moment job end part movie",-1
"movie movie thing number action movie sword fighting opponent student action action movie action sign future movie action relationship sister movie plot none anything part problem dub cast idea movie being flick life",-1
"money something movie piece crap laugh comedy role night movie humor movie",-1
"part nonsense film notion lunatic start person office land street ditch Anyone autobiography secretary instance fact man orator fact pomposity anti-Semitism plank film ambition start person death life man nation work country personality nothing caricature thing crime reality equivalent",-1
"spiritist director world movie title duck story agent killer story time time story kind discussion house appearance idiot Nuit illogic plot acting appearance anchorman story television course money iron",-1
"novel girl friend groupie gossip columnist story excess alcoholic contradiction writing era life author fact life alcoholism time flapper order wife hospital daughter college apartment hand Chevrolet life movie movie leadership film work excellence exception",-1
"fusion babble film-making film jaw slack belly laughter book self cornucopia kitsch awakening history teacher Peru air something flourish shout choir lot talk energy quality cast camp pantheon plot military direction hoot script film",-1
"bed cold flu time horror mom while movie course research movie nothing movie way time movie site",-1
"movie church family tender age brother brother movie brother world distrust movie philosophy mark rapture movie church upbringing paranoia future church fear counseling psychiatrist movie belief system church family disorder brother philosophy future fear church experience purpose licensure psychologist childhood trauma",-1
"waste time remake film nothing interest feel film urgency soundtrack film anyone waste time money crap time",-1
"anything insult everything kind rubbish piece miss",-1
"movie waste time middle movie army combat waste time opinion hell scene everyone danger",-1
"word film conviction commitment script dialogue case walk life plot combination gangster situation comedy idea time case someone scriptwriter character script humour python quote joke time friend",-1
"relic film teen process driver license topic dune drag racing paint car film none film everything narration nothing car piece filler time TV show",-1
"time plot sex violence film cast end product dust shelf generation case shelf time time",-1
"movie drug choice reason travesty movie idea board second movie series thing movie reason trilogy couple disc omen family remake film snot punk kid girl brat everyone family none foot discipline cost",-1
"fan film time chance disappointment television none dialogue screen comedy character way group school dueling fencing film completer satire film book film film game roulette betrayal everything film chance novelist generation appreciation corpus work screenplay film",-1
"sci-fi nothing guy laser touch death end film man nothing nobody dishwater doorknob dust respect puddle review man",-1
"gravity film supremacy character actor phony story success image hair dye surfer attitude opportunity supremacist teaching nation past back friend order spokesman sense character change character reversion taxi character form attempt anything paranoia leader actress girlfriend girlfriend girlfriend character development part walking void something development problem film amount time action scene rejection personality order film anything attention racism credibility",-1
"film director attention way country film way nothing",-1
"company one-joke idea watching case girl bar room sort humor anyone outfit vamp act time today film",-1
"time move life series killer time screen someone fun place honor case army insult speech end",-1
"part demand horror horror everyone opinion movie mood lot interest boy movie movie way girl everyone bitch roll blood body part movie end movie girlfriend band member recording recording",-1
"fan attempt relevance plot girlie body video end trust attempt movie genre cross Dr someone idea living room lighting plasterboard ambiance quartet girl none personality world domination birth control pill movie ray gun effect weapon blast guy script episode era school advance team animation resolution story traitor alien fleet commander second home sign writer idea morning cartoon plot action characterization life chick flesh cover",-1
"comedy victim screening tonight movie satisfaction bloom chin fault kid shtick wig crime screen appearance paycheck vehicle theater tonight latitude film character summary work picture",-1
"movie something plot point film stand comedian joke line description charisma jargon quality control film distraction experience kind exposure movie writing comedy",-1
"budget hit dinosaur genre film dinner phone fast dog look predator acting character scientist chick film mood cast crew everything world screen",-1
"movie waste time money hour half plot anything introduction rest movie plot sense movie incongruity plot companion issue zone boredom movie movie fact time something movie time money",-1
"movie horror movie talk plot movie movie anyone waste time movie movie copy horror movie prank phone night psycho knife movie horror making movie movie rip example horror movie",-1
"work can film television footage trip moon camera earth orbit time ground footage film research footage part telecast reel narration audio footage camera footage anyone footage version film assassination smoking gun footage earth window claim spacecraft illusion earth type innuendo assumption commentary quotation viewer conclusion shred evidence",-1
"discussion possibility watch place focus art direction inclusion freak film reason fact woman year god something flake chick waste time money movie film movie",-1
"movie point life movie button time",-1
"thriller horror film everybody plot resolution transfer hack job half movie",-1
"film letdown level cruelty violence film protagonist character atmosphere nothing war film addition use attraction horror mess film",-1
"movie end climax performance defence lawyer life story way anyone planet front court prosecutor earth court nothing nothing search house find objection trial lunatic lunatic altar home obsession court scene urge needlepoint hand head fake movie woman life insurance husband jail",-1
"review something movie practice nd life movie % reason petition biggie acting descent u script script movie hello u character motivation murder toe simular story movie movie person movie look news",-1
"movie bonus material impression rip-off road boat outside box fraud death journalist treatment world store movie section area",-1
"film college policy thing concept policy end world notion war war movie film example film",-1
"film crew programme producer surfer island crew plan craze bait sea wife search location shark daughter boat footage foot crocodile say island boat island time rescue party run drug coast island girl film crew crocodile way score film crew showdown crocodile film Everything film script crocodile minute mark time film anyone horror film stock crocodile puppet head arm water crocodile gore character half scene someone trap amount nudity sex eye continuity film sequence angle footage time point shot crocodile angle wire angle line sky shot angle line surface water fact harpoon back boat line surface crocodile jump edge cliff film word limit everything film film effort crocodile film",-1
"movie movie horror nothing movie waste time performance name movie shame movie movie need",-1
"movie music use time lapse photography passage time movement light shadow water preference predecessor sequel original",-1
"movie money choice character way talent part part way feature entertainment scissors public acting film tension emotion moment cast interpretation screen director",-1
"movie waste time movie group taste eye work genius site gall pile quality movie chorus film world matter penny name association film film film script folly individual quagmire self-indulgence man everything masterpiece art",-1
"review thing movie past film fact horror fact thing jump scare baseball bat floor thing blood film mom house upstairs camera father couch baseball bat scene brother bed spot blood killer bed mom help killer therapy session lot everyone family filler dialogue chase salon hotel course killer reason filler film post theatre experience horror movie bus boy guy face death blood throat blood blood body death movie scene check check scene scare course scene anyone alarm wrap character movie boyfriend elevator construction site end film death anyone remorse boyfriend time audience film part audience reaction movie buzz",-1
"film bunch acting ability lawyer faith credibility clause faith credit way actor writer director film editor sort film ability stunt something",-1
"turmoil movie horror science fiction movie plot group rod club rent saving grace film ghost she creature suit work movie monster",-1
"movie night night rest day fun movie movie crap capital S world day hour thing moment script something",-1
"security beginning trash budget",-1
"boy back theater girlfriend movie order theater head home movie movie stage",-1
"movie whole bore fighting release movie thing worth commentary case film worth watching rule word",-1
"mumbo jumbo exchange energy warming problem energy entropy instinct life thing train station movie plot case movie actor head location quantum somebody direction something guy job attitude taxi driver money fun guy job movie chatter movie dinner date bore moment time ping pong head time movie safety latter",-1
"someone time name meaning movie film home course movie cameraman scenario think girl manikin time opinion method grate time peace",-1
"horror amount mystery say hill something thought movie suspense point horror scene hill hill reason lot movie hill lot suspense ending i movie version thing horror movie kid care bear hug stomach",-1
"wife material lack stuff language talk Everything trailer sex comedy movie movie",-1
"adaptation problem detective vision fact land woman cast focus brutality way bitch result cast presence performance light ocean performance committee script writing result grammar border name mid-sentence something achievement team project dialogue sensitivity flirt computer hair makeup jewellery handbag card adaptation travesty vision type person show",-1
"film movie instinct theater story movie plot acting film relationship story parlor talk scene meat senselessness plot someone writer director film",-1
"characterization movie hack craft movie point movie end hour shower cause money load genius something culture dog scene felt coaster cash crap",-1
"doubt run mill TV movie look book mother trash nothing performance story neck country gill scholarship music school vehicle Ms music consumer brow way nothing night day",-1
"spoiler film production brain script movie fan horror post production team brain half bit ingenuity consistency joke time mother daughter day teen trouble analysis cop S head stranger blood axe end brain child brain concept manufacturing villain credit viewer discretion",-1
"film night lot film film film buff corruption world film movie watcher film cinema entrance fee % detail interest",-1
"waste time acting plot movie fun latter time",-1
"mistake movie theater movie point writer expert culture person culture example shaving sign life everyone girl difference culture ethnocentrism question life father figure revolution girl nothing awakening comment film humor genre meaning humor humor truth audience truth meaning movie",-1
"fan running man someone film network film heaven night fun indicator something someone man part book film reason someone story hero hero everyone hero girl book screen book affiliation film title man waste film film home screen someone lot lot",-1
"movie town anyone classic producer career girlfriend way ability movie insight career dive career acting rendition movie place night",-1
"person life movie life character departure chronology fiasco conversion plate scene execution home mother scene mother protection character movie mother relief representation man grave way fact scene brewery comedy",-1
"number film kind werewolf fan deal sub-par acting exception series lot story site affinity horror film writer fare spin werewolf fan disregard intelligence sophistication horror audience plot parody werewolf intelligence TV news footage example reporter someone crowd credit guy scene neon sign tip iceberg werewolf crepe hair beast deal guy rubber suit hair scene woman version actress reason thought turning werewolf film cinematography film world woman title guy skin segment review werewolf film original wolf lycanthrope gander miss",-1
"film requiem dream look film cinematography music gang rape scene thing rest life anyone film wife manner reminder horror film film festival TX none cast crew attendance opportunity violence film scene mood face violence film label anyone",-1
"movie level title way end era remake PC attempt audience idea purpose trip subtraction addition original original cult remake",-1
"show conflict show notch film critic news show diet mainstream idea anything interest consequence motion film something wait budget studio surprise studio schlock everyone age group TV nepotism icing cake universe film",-1
"plot outline movie acting problem script direction mood line event cast script fan horror something",-1
"anything movie entirety nothing beast cross movie aspect kind sympathy plot acting exception computer Tron point thing film idea actress caliber dud money time stinker nothing worth",-1
"movie fan means pseudonym cat hairball album topic movie parody action movie plot gangster way film time attention action choreography action film redemption sucker action action shootout highlight movie thing drama action flick horror romance hell review love",-1
"look title film title right title lot head fact bunch blood action movie",-1
"rating piece garbage feeling film city birth scene cast sort course nature fine way title",-1
"friend werewolf title name movie budget werewolf effect character biker woman movie guy look effect god effect werewolf game werewolf bloodline engagement anyone girl sense killing play something floor werewolf effect gore wolf everyone hand hand top trick money junk",-1
"music energy committee psycho version version deity someone past concept movie someone board light day",-1
"show show desert movie scene world movie fall ground look show job performance bit actor way version trouble bomb end movie job character bodyguard character pilot episode robot fact character movie movie language pilot show planet painting background insult front dollar budget episode money catering screen show show budget",-1
"movie rape viewer movie stir scene attempt director voice discussion issue violence drug abuse delinquency issue matter character metamorphosis boy rapist rape scene version rape scene clockwork orange artist goal opinion time clockwork orange",-1
"show order original animation everyone nothing bit theme song tune fan band opening melody order case point bore",-1
"train movie friend comedy plot plot movie thing comedy woman head bat man baseball uniform bat genius feeling movie piece trash vault movie",-1
"film government mind use citizenry potential movie plot line explanation comment user description fact viewer dark handle reason case viewer time drink action opportunity board",-1
"movie something movie ending clue",-1
"time year television time TV crime time death pain behind premise money team time factor min story break nick time case justice family time lackluster rating music i end reason course lame reason crap",-1
"movie love coherence intention movie love story development plot idea plot writer viewer movie love heart dozen",-1
"feature lot footage actress love watching return footage scene film rip-off title feature mistake movie guy movie nothing holding flashback original psychic play-by-play everything movie scene someone review interest note series",-1
"exercise patience hygienist plot logic shark quality dialogue anything writer space collection paperweight painting sale crack wall",-1
"wife movie selection office space similarity benefit doubt tape rental end movie premise printer scene film fan time turd",-1
"programme doctor personality anatomy brain surgery programme centre nothing feud rival anything show pilot glimpse life father snooze show glut dramas moment nothing",-1
"key archaeologist course demon couple body body suspense course element movie fan TV boy movie action sense fight arena guy priest movie rip end movie movie nothing point career",-1
"I bit thing show episode lot but slob nose boss intellect life TV week type head entertainment",-1
"movie level midnight viewing theatre night filler time ride case jacket mannequin tour throat saying this coat darkness movie cinematography babe book color sun landscape watch someone time sequel shooting movie pain threshold man",-1
"bit bit mess man hair premise movie woman screenplay age discrimination nephew writer idea movie acting dialogue plot plot writer crush admiration character mystery actor brother torture film",-1
"correlation life violence movie contradiction review movie movie life death police radio viewer distinction anything everything name attempt filmmaker coverage movie reality nothing phoniness point bait review movie hypothesis something life hypothesis movie course tape forest weaponry distinction issue movie correlation film maker movie point someone retaliation killer theory",-1
"film nothing viewer headache plot story film plot story length feature film end plot attention movie acting film charge idea movie result half music film character order scene anything rest film level anything film order anyone film attempt idea attention sex gore",-1
"kidney stone way tract nothing movie cable anyone cinema heaven video game dread curiosity game movie screen plot group island rave today boat captain cash stupidity network rhetoric rave mention house house action place semblance residence video camera flashback filler island throes party rave party tradition shock stress disorder word party party thought zombie pain witch priestess shot machete torso blast chest blood game logic shooter monster mush moment karate sternum return trip film writer reference character milk money reference primo role movie target audience swine hello friend machine gun moment wherewithal futility concept game slasher film heart everyone course pair use film budget cast breast job breast scene ice cream something time edition quality visit",-1
"film year cast acting fan time performance bit past director example movie worth movie movie",-1
"reason anyone plot year school reunion place prop budget horror flick student class prank student class revenge love student lunch thing movie spiral",-1
"review film film drug street problem Everyone psychopath nothing bit person interest person person watch state film character lunatic job character",-1
"film way store film everything camera plastic front camera impression killer script script part film ending film film",-1
"cult movie home socialite hope help residence mind wife town control residence delivery boy place evening movie way movie movie way cult classic",-1
"ad product placement movie funding work character story backdrop commercial movie release movie everyone saving grace screen time cousin thing",-1
"film guy medium career time son monster film time point imaging story line day afternoon couple life sort yuppie couple kid today man boy statue magic home statue tourist trap town manner film cause horror kid dad thing film hick grudge rifle film guy dad kind dad deer dad reason film",-1
"doubt film cast movie everyone voice character problem plot sort storyline film life movie",-1
"movie collection plot movie history director film pervert town wife film story movie brain wife movie night friend movie plot synopsis character car road head wreckage head bunch rest movie end monster closet monster explanation monster hooker side end credit screen movie movie",-1
"adaptation novel adaptation novel acting scale equivalent school play budget miniseries time bit effect computer level time store man suit look character film role",-1
"level expectation comedy cast film touch nothing comedy melodrama chuckle newcomer performance lack film movie light script viewer interest patience rest cast breath life script resuscitation effort half laugh audience film insult injury film nothing disappointment",-1
"film way lot motion wise cinematographer director film film student actor actor rest cast story audience film deal",-1
"conclusion piece art reader vocabulary movie word fact death fact fact movie user rating movie title way movie book extent luck accent purpose mind actor performance individual archetype anyone comprehension xenophobia point movie companion desire duo media issue director rhythm movie TV show wheel issue point way teacher student comment purpose movie time audience violence officer Bible delinquent peace understanding fan point fault note firepower willpower end movie scale",-1
"movie movie life way kind computer image Intellivision point end movie army shot man version donkey bullet blood animation thing music way way way music score film movie movie gallon gas value menu",-1
"movie vote someone rating rating case example film nothing right chance anything novel kind plot lack kind nobody project kind effort work film",-1
"piece sludge horror film weekend mansion professor assistant scheme brain implant piece garbage nudity gore score acting script piece crap",-1
"point movie movie off switch goodness library goodness switch player box office point blur hero traffic cab point ride garbage truck time movie hair dryer hand heroine scene criminal fire escape time movie scene flick time movie time movie excitement direction score squeeze life dullard track sex damage year year sidekick nothing insult injury movie medium motion time rival screen fright flick monster scenery matter movie matter medium character place flick",-1
"lot movie movie house movie movie consumer money film cable channel something TV porn rating plot nudity boat school level acting movie distribution thing time movie lover something value case something something someone value",-1
"football fan football movie movie acting theater way husband movie movie theater deal deal predictability behavior quality acting movie church outing church auditorium theater church movie No. movie",-1
"movie score film bit score joke movie gimmick idea movie time sequence start van tyre wheel wow story edition",-1
"room mate junk book shame dribble book soap opera fodder day entertainment story none emotion depth book melodrama school student way reading version",-1
"end world movie box cover fan star actor lee cast film beginning tedium movie rest cast dean security guard band fun lee film Co john dean dean movie end world budget storyline dean game movie lollipop glutton punishment end world",-1
"movie time movie way movie cast something movie movie history inferno time movie thing movie",-1
"Anyone ability movie film quality movie insult direction school film class quality cinematography cinematography move passion storyline potential movie rest movie someone film child imagination script store kid look idol story spirit store employee ghost scenario amount idol kid guy ending hospital feeling hell time move quality intelligence god movie money movie level film movie",-1
"misfortune idea time idea movie point soldier hallway second screen time viewer man tail acting character south south way sort disability inability character nothing accent reason actor plot escape system prey sense movie building man time argument arm contest idea horror episode way movie",-1
"strength fun thing kind movie series kind audience movie year movie fun screen everything billion hero series TV tremor fodder second crap laugh plot replay scene baby tremor fodder scene time gunman part comment ground point laughter nothing anybody movie plant vegetable someone movie box office No.",-1
"horror movie fun something bit surprise movie copy hell mistake night mood movie day sack mistake chance movie flashback nothing footage prediction chick bathtub direction flashback bit explanation mirror climax movie prediction stuff hair dude kind weed writer director smoking point movie stuff movie time latter sense movie minute movie movie someone kid school connection movie movie doctor notebook anyone notice wow explanation copy movie movie couple edition review movie movie review movie",-1
"television show plot bunch class spandex something comedy show thing television show rate plastic garbage something intelligence power",-1
"film watching television cash plot end soldier rest platoon danger heck movie village population dozen rest part foot explanation movie point movie insult brain group end army army round ammo claymore machine gun stuff laptop activity enemy laptop battery crap brain bunch movie rating time",-1
"part movie storyline romance romance movie",-1
"movie movie cop partner store cop girl warehouse attic cop cop duffel bag cop bag bullshit response everything cop process tit scene girl curse case cop bitch body magic eye-shadow zombie curse eye-shadow dude currency specialist ride husband plot hole eye-shadow cop turn zombie scene prep sequel anyone part cow",-1
"fan cartoon series screen something pace plot wowser hell",-1
"book movie life movie disappointment understatement acting directing cinematography storyline movie anyone book movie plot book book movie message theme prophecy position book bunch way movie",-1
